"bcr_patient_barcode","X1433BETA","X1433EPSILON","X1433ZETA","X4EBP1","X4EBP1_pS65","X4EBP1_pT37T46","X4EBP1_pT70","X53BP1","ACC_pS79","ACC1","AceCS1","ACETYLATUBULINLYS40","ACSL1","ACVRL1","ADAR1","AKT","AKT_pS473","AKT_pT308","Akt2","Akt2_pS474","ALKBH5","ALPHACATENIN","Ambra1_pS52","AMPK.a2_pS345","AMPKALPHA","AMPKALPHA_pT172","ANNEXIN1","ANNEXINVII","AR","ARAF","ARAF_pS299","ARID1A","ASNS","Atg3","Atg4B","Atg5","Atg7","ATM","ATM_pS1981","ATP5A","ATP5H","ATR","ATR_pS428","ATRX","Aurora.A","Aurora.ABC_pT288_pT232_pT198","Aurora.B","AXL","b.Actin","b.Catenin_pT41_S45","B7.H3","B7.H4","BAD_pS112","BAK","BAP1C4","BAX","BCL2","BCL2A1","BCLXL","BECLIN","BETACATENIN","BID","BIM","BiP.GRP78","BMK1.Erk5_pT218_Y220","BRAF","BRAF_pS445","BRCA2","BRD4","c.Abl_pY412","c.IAP2","CA9","CABL","Calnexin","Caspase.8.cleaved","CASPASE3","CASPASE7CLEAVEDD198","CASPASE8","CASPASE9","CAVEOLIN1","CD134","CD171","CD20","CD26","CD29","CD31","CD38","CD4","CD44","CD45","CD49B","CD86","cdc25C","Cdc42","Cdc6","CDK1","CDK1_pT14","CDK1_pY15","CDT1","cGAS","CHD1L","CHK1","CHK1_pS296","CHK1_pS345","CHK2","CHK2_pT68","CIAP","CIITA","CJUN_pS73","CKIT","CLAUDIN7","CMET","CMET_pY1235","CMYC","COG3","COLLAGENVI","COMPLEXIISUBUNIT30","Connexin.43","Coup.TFII","Cox.IV","Cox2","CRAF","CRAF_pS338","Creb","CREB_pS133","CSK","CtIP","CTLA4","Cyclin.D3","CYCLINB1","CYCLIND1","CYCLINE1","CYCLINE2","Cyclophilin.F","D.a.Tubulin","DAPK1_pS308","DAPK2","DDB.1","DDR1","DDR1_pY513","DIRAS3","DJ1","DM.Histone.H3","DM.K9.Histone.H3","DNA.Ligase.IV","DNA_POLG","DNMT1","DRP1","DUSP4","DUSP6","DVL3","E2F1","ECADHERIN","EEF2","EEF2K","EGFR","EGFR_pY1068","EGFR_pY1173","EIF4E","eIF4E_pS209","EIF4G","Elk1_pS383","EMA","Enolase.1","Enolase.2","ENY2","EphA2","EphA2_pS897","EphA2_pY588","EPPK1","ERALPHA","ERALPHA_pS118","ERCC1","ERCC5","ERK2","Erk5","ERRalpha","ETS1","EVI1","EZH2","FAK","FAK_pY397","FASN","FGF.basic","FIBRONECTIN","FN14","FOXM1","FOXO3A","FOXO3A_pS318S321","FRS2.alpha_pY196","FTO","G6PD","GAB2","GAPDH","GATA3","GATA6","GCLC","GCLM","GCN5L2","Gli1","Gli3","Glucocorticoid.Receptor","Glutamate.D1.2","Glutaminase","Granzyme.B","GRB7","Grp75","GSK.3B","GSK3_pS9","GSK3ALPHABETA","GSK3ALPHABETA_pS21S9","GYS","GYS_pS641","H2AX_pS139","H2AX_pS140","HER2","HER2_pY1248","HER3","HER3_pY1289","HEREGULIN","HES1","Hexokinase.I","Hexokinase.II","HIF1ALPHA","Histone.H3","Histone.H3_pS10","HLA.DQA1","HMHA1","HSP27","HSP27_pS82","HSP60","HSP70","IDO","IGF1R_pY1135Y1136","IGFBP2","IGFBP3","IGFRb","IL.6","IMP3","INPP4B","IR.b","IRF.3","IRF.3_pS396","IRF1","IRS1","IRS2","JAB1","Jagged1","JAK2","JNK_pT183Y185","JNK2","KAP1","KU80","LAD1","Lasu1","LC3A.B","LCK","LDHA","LDHB","LKB1","LRP6_pS1490","Lyn","MAPK_pT202Y204","Mcl.1","MCT4","MDM2_pS166","MEK1","MEK1_pS217S221","MEK2","MelanA","Melanoma.gp100","MERIT40","MERIT40_pS29","METTL3","MIF","MIG6","MITF","MITOCHONDRIA","Mitofusin.1","Mitofusin.2","MLH1","MLKL","MMP14","MMP2","Mnk1","MR1","MRAP","MRE11","MSH2","MSH6","MSI2","MTCO1","MTOR","MTOR_pS2448","MTSS1","MYH11","MYOSINIIA","MYOSINIIA_pS1943","Myt1","NAPSINA","NCADHERIN","NDRG1_pT346","NDUFB4","NF2","NFKBP65_pS536","NOTCH1","Notch1.cleaved","Notch3","NQO1","NRAS","NRF2","Oct.4","P16INK4A","P21","P27","P27_pT157","P27_pT198","p38.a","P38_pT180Y182","P38MAPK","p44.42.MAPK","P53","P62LCKLIGAND","P63","P70S6K_pT389","P70S6K1","P90RSK","P90RSK_pT359S363","p90RSK_pT573","PAI1","PAICS","PAK1","PAK4","PAR","PARG","PARP1","PARPCLEAVED","Patched","PAX6","PAX8","PAXILLIN","PCADHERIN","PCNA","PDCD1","PDCD4","PDGFRB","PDH","PDHA1","PDHK1","PDK1","PDK1_pS241","PDL1","PEA15","PEA15_pS116","PERK","PGM1","PHGDH","PHLPP","PI3K.p110.b","PI3KP110ALPHA","PI3KP85","PKA.a","PKC.a.b.II_pT638_T641","PKCALPHA","PKCALPHA_pS657","PKCDELTA_pS664","PKCPANBETAII_pS660","PKM2","PLC.gamma1","PLC.gamma2_pY759","PLK1","PMS2","Porin","PR","PRAS40","PRAS40_pT246","PRC1_pT481","PRDX1","PREX1","PTEN","PTPN12","Puma","PYGB","PYGL","PYGM","Pyk2_pY402","RAB11","RAB25","Rad23A","RAD50","RAD51","RAPTOR","RB","RB_pS807S811","RBM15","RET_pY905","Rheb","RICTOR","RICTOR_pT1135","RIP","RIP3","RPA32","RPA32_pS4_S8","RRM1","RRM2","RSK1","S100A4","S6","S6_pS235S236","S6_pS240S244","SCD1","SDHA","SETD2","SF2","SFRP1","SGK1","SGK3","SHC_pY317","SHP2","SHP2_pY542","SIRP.alpha","SLC1A5","Slfn11","SMAC","SMAD1","SMAD3","SMAD4","SNAIL","SOD1","SOD2","Sox2","SRC","SRC_pY416","SRC_pY527","Stat3","STAT3_pY705","STAT5ALPHA","STATHMIN","STING","SYK","Tau","TAZ","TFAM","TFRC","TIGAR","TRANSGLUTAMINASE","TRAP1","TRIM24","TRIM25","TRIP13","TSC1","TTF1","TUBERIN","TUBERIN_pT1462","TUFM","Twist","Tyro3","U.Histone.H2B","UBAC1","UBQLN4","UGT1A","ULK1_pS757","UQCRC2","UVRAG","VASP","VAV1","VEGFR2","VHL","Vinculin","Wee1","Wee1_pS642","WIPI1","WIPI2","WTAP","XBP1","XIAP","XPA","XPF","XRCC1","YAP","YAP_pS127","YB1","YB1_pS102","YTHDF2","YTHDF3","ZAP.70","ZEB1"
"TCGA-FG-A60L",0.15711,0.10072,-0.3152,-0.54061,0.015549,0.85164,-0.077377,-0.48937,-0.18935,-0.69188,-0.3131476,3.9368,0.7613608,0.10192,0.14325,-0.37076,2.098,1.6985,-0.2599246,1.061887,-0.7010527,NA,0.2019592,0.1873266,-0.20112,-0.33928,-1.186,0.17316,-0.44911,-0.40106,-0.00028476,0.30426,0.12411,0.1773357,1.604539,-0.4939539,0.5195767,-0.76473,-0.3581551,1.793407,0.778775,-0.6030556,0.8942453,-0.410907,-0.7050379,0.097862,-0.6356361,NA,0.04541139,0.07205394,-0.4233392,-0.2970999,-0.028535,-0.44931,-0.50843,-0.91042,0.23023,-0.30838,-0.1379,0.056193,1.1917,-0.5172,-0.53127,-0.2892778,0.4418545,0.3392,0.34561,-0.24211,-1.6538,-0.2339061,-0.2218641,NA,-0.45169,-0.135104,-0.09690433,-0.10537,-0.89344,-0.30132,NA,-1.2129,-0.2186373,3.89802,-0.069668,-0.38184,0.1930793,0.11797,2.100686,-1.063007,1.594218,-0.1226307,-0.02149,0.5682292,-0.2435748,0.3717061,-0.2132769,-0.15397,-1.304625,0.044884,-1.146261,0.2166011,0.1125375,0.2877,-0.3036,0.46471,-0.38753,0.070408,0.026152,-0.1118381,0.047871,0.65807,-1.3495,0.10134,-0.01777,-0.92321,-0.69993,-0.38621,NA,4.091349,-1.009673,-0.3971303,0.04981254,-0.29747,0.23754,-0.6120446,-0.5760121,-0.212204,-0.8252264,NA,0.2136191,-1.8553,1.1368,-0.62766,0.10135,0.5443062,1.221434,1.211031,-0.03118918,-0.09123116,1.359358,0.4565603,0.14529,0.61942,-0.3997676,-0.3636082,-0.999841,-0.3032513,-1.296883,0.2812067,-0.10102,0.3494718,-0.16345,NA,-2.7622,-1.0508,-0.99253,0.46469,0.51964,0.23721,-0.36695,-0.2481699,-0.78959,-0.258355,-2.721394,0.8697982,1.184309,NA,-0.4424183,0.1738774,0.4746815,-2.4472,-1.6201,-0.19072,0.087739,0.24285,3.2316,-0.08212133,-0.4435534,0.43607,-0.1706685,NA,-0.7513358,1.776859,-1.1342,2.218847,-1.5358,-0.1374097,-0.26461,0.21011,0.23718,-0.007397896,-0.4415091,-0.1871,0.97225,-0.47054,0.14142,NA,1.720649,0.4813948,NA,0.355414,-0.2106226,0.003441802,3.069953,0.4393325,-0.2719654,-0.1426029,0.01144563,-0.07405263,1.0595,0.0077167,1.0045,NA,NA,0.08280551,0.6711288,-0.78209,0.062678,-0.56773,0.40493,0.40476,-1.253628,0.3862753,-1.926608,NA,-0.8536754,-0.197082,NA,-0.7163203,0.5194725,-1.122932,0.6515334,-1.0971,-0.9078005,-0.081733,-1.0205,0.3211357,0.01814186,-0.3621897,0.2586035,-0.096127,-0.3333339,-0.3461612,0.4029331,-0.17239,0.00034784,0.1033854,0.21347,0.3086962,-0.21566,0.93401,-0.17587,-0.621179,-1.0373,-1.122166,0.5578985,2.405278,-0.40057,NA,NA,0.1618,1.54203,-0.12929,3.9172,-0.6318372,-0.2408361,0.3884225,1.2119,0.47182,0.8615218,-0.220999,1.24256,-0.5102677,0.1594624,-0.4503352,-0.2195405,-0.070978,-0.6780241,NA,0.1191631,-0.911036,-0.1736436,-2.255096,-2.168424,0.1091136,-0.4522954,-0.1300286,0.3117426,0.12874,-0.48126,-0.93847,0.349274,-0.4092704,-0.034282,0.59346,0.8309883,-1.1242,NA,-1.3292,-0.1314595,NA,1.1269,1.6861,-0.1854135,0.20457,0.20397,0.54599,-0.1936461,-0.01867778,0.9630444,0.10646,NA,-0.1672538,0.3416,-0.33085,0.33961,0.099449,-0.12668,0.03724224,0.33925,-0.60844,1.629917,0.28447,-0.69505,NA,2.6527,-0.13816,0.056309,-0.021926,-0.3318739,-0.9651,0.2205806,0.7416812,1.082925,-2.617992,-0.4329672,-1.2982,-0.14868,0.8782615,0.2958372,-0.2925941,-0.019167,-0.14373,-0.56827,NA,-1.0792,-0.9579352,0.1455558,0.4153016,0.09693658,0.2796,-0.030686,0.25075,1.9567,0.92954,-1.001889,1.13717,1.971324,1.496739,0.1012037,0.20055,-0.036824,0.9923766,4.974907,3.1479,3.0242,2.5021,2.6104,NA,1.078523,1.749429,-1.369065,-0.6139333,0.413484,0.070363,0.1371922,0.53048,0.0997768,0.77976,2.5127,0.61199,-0.7551605,-0.2781964,NA,NA,NA,0.614719,-0.21638,-0.58671,0.1540951,-0.26079,0.99869,-0.28947,0.084617,1.3801,-1.0035,NA,2.403964,-0.47248,0.029588,-0.7594182,-0.05724917,-0.5596621,0.5631919,0.5484441,-0.0633567,-0.8941934,-0.7709314,-1.7269,-0.31113,-0.20177,0.56475,-0.3890081,-0.040489,0.076299,0.7076793,-0.2796426,-0.7383027,0.20808,0.7818786,0.90258,7.7486,NA,0.1060622,-0.48575,-0.011491,-0.38007,-0.14813,0.097538,0.7958018,0.08859797,2.720293,-0.35286,1.0354,1.6486,-0.4284077,-0.071829,-0.71735,0.084157,-1.407339,-0.7236,1.733394,-0.04296,0.2240846,-1.5861,-0.58926,-0.36709,-0.4874543,0.2897975,-0.8047386,-0.9614516,-0.27286,NA,0.28951,1.0164,-0.1302224,0.1683612,-0.2705567,-0.7213851,-0.03971193,0.08395401,0.2708983,0.8127217,0.3990704,-0.3606604,-1.406579,-0.524048,-1.133,-0.4036783,-0.5381917,-1.167667,-0.3865263,0.05619597,0.9624129,-1.124064,0.93571,-0.3455089,-1.480646,0.3620111,-0.42945,-0.33385,-0.78151,-0.42825,0.10195,-0.531301,-0.7506592,-1.443238,0.3384343
"TCGA-TQ-A7RV",0.15308,0.16594,-0.3643,-0.73029,0.092826,0.34345,-0.27717,-0.49697,-0.42615,-0.55354,-0.4144304,3.8909,0.7557644,0.038027,0.21652,-0.35683,0.947,0.71477,-0.4448504,0.5257612,-0.7096546,NA,0.02268432,0.1979695,-0.13335,-0.36511,-2.0394,0.38665,-0.2296,-0.5316,-0.032472,0.19331,-1.088,0.08853799,2.411643,-0.6402774,0.5855395,-0.92069,0.0727676,0.317748,0.249639,-0.339103,0.7407777,-0.6124367,-0.8532334,0.182473,-0.3892603,NA,0.1450813,0.122681,-0.4213908,-0.2656185,-0.16625,-0.37549,-0.6707,-0.55923,-0.13336,-0.085902,-0.062135,-0.034822,1.301,-0.22172,-0.74997,-0.1704518,0.2343345,-0.7813,0.10035,-0.2421,-2.1745,-0.07546422,-0.06999052,NA,-0.054827,-0.0756696,-0.06733672,0.17733,-1.0765,-0.18001,NA,-2.3027,-0.06254383,1.751255,0.14056,-0.41795,0.2230853,0.0039425,1.62054,-1.419849,0.8048551,-0.1169002,0.91538,1.062807,-0.1356773,0.4086493,-0.2470403,-0.09211,-1.406028,-0.23467,-0.7417306,0.3915025,0.1732711,0.16888,-0.18621,0.54051,-0.26683,0.24028,0.22523,-0.2023636,-0.0038327,0.11337,-1.4689,0.093884,0.083481,-0.61612,-0.48077,0.10253,NA,5.428051,-0.9797061,-0.182561,0.06441504,-0.22874,0.45631,-0.5482313,-1.72756,-0.1990358,-0.7387433,NA,0.153856,-1.9995,1.1031,-0.82299,0.12624,1.373759,1.161912,0.8288714,-0.009954973,-0.01007525,0.9095018,0.4205802,0.073398,0.91398,-0.2300927,-0.3921198,-1.021036,-0.3259138,-1.3972,0.09496322,-0.26517,0.1393381,-0.55964,NA,-3.5304,-0.96285,-1.4647,0.39084,0.37158,0.38996,-0.46209,-0.4084042,-1.4364,-0.4250126,-2.812184,0.9739092,0.9585153,NA,-0.5439458,0.04787496,0.2228095,-2.9113,-1.6285,-0.11725,-0.30711,0.20435,4.1235,0.1058056,-0.6370456,0.38792,-0.01535785,NA,-0.8148021,1.722351,-1.5252,2.318175,-1.2493,-0.1831981,-0.37161,0.14535,0.10863,0.1273972,-0.05522658,-0.31529,0.57982,-0.42528,0.13843,NA,2.105077,0.02184949,NA,0.2132252,-0.3269664,0.1374599,3.231658,0.1455964,-0.1313885,-0.1009477,-0.03354525,-0.2617263,0.48458,-0.055324,0.47154,NA,NA,0.0847882,0.533458,-0.99516,0.02061,-0.34233,0.67088,0.34917,-1.301892,0.01474332,-1.678296,NA,-1.211764,-0.508569,NA,-1.123946,0.7494653,-1.911841,0.9470428,-1.329,-0.7682092,-0.14456,-1.077,0.514719,-0.5253402,0.3284451,0.2820005,-0.10761,-0.2668759,-0.3955143,0.614522,-0.14872,0.081884,-0.0931666,0.11905,0.05911425,-0.020732,0.96755,0.024574,-0.7558224,-1.0343,-1.094684,0.1789761,2.274023,-0.10948,NA,NA,0.37695,0.7655625,-0.2062366,2.3638,-1.237229,-0.5225831,0.0113571,1.2634,0.51261,0.7002501,-0.08385754,1.724183,-0.02478621,0.1096254,-0.5719215,-0.0552728,0.028543,-0.5076424,NA,-0.2805341,-0.6396,-0.3742491,-2.433878,-2.663689,0.3228064,-0.6533455,-0.07807755,0.2836248,0.12996,-0.69685,-1.2504,0.2664274,-0.6401119,0.17343,0.89896,0.8792238,-1.6429,NA,-1.6321,-0.1689798,NA,1.3303,1.168,0.02268842,0.16137,-0.73886,0.58637,0.008480736,-0.05866204,-0.01747545,0.13558,NA,-0.1788322,0.5861,-0.29253,0.44115,0.20836,-0.038805,0.1846418,0.14043,-0.75516,2.006539,0.12587,-0.99041,NA,1.9608,-0.19448,0.1944,-0.38489,-0.4101304,-1.2208,0.3146918,-0.08656269,1.355743,-2.801753,-0.3023134,-1.6284,-0.13966,0.8145406,0.6172476,-0.3364565,0.23992,-0.037474,-0.59907,NA,-1.0643,-1.543805,0.1977037,0.6004697,0.02983094,0.37595,-0.0064202,0.15854,2.5384,1.2838,-1.011759,1.160174,1.914027,1.015997,0.179677,0.4445,0.13935,1.380507,4.748951,3.5562,3.2169,2.333,2.5374,NA,1.389625,1.81037,-1.193896,-0.5830153,0.1815431,-0.049717,0.1883756,0.24083,-0.09330427,1.241,2.5951,0.75096,-0.872175,-0.3685945,NA,NA,NA,0.3897708,-0.07564,-0.89473,0.1219813,-0.41823,0.52202,-0.04055,0.27963,0.41025,-1.3341,NA,1.914674,-0.57896,0.10245,-1.353059,0.05732984,-0.5237987,0.2519002,0.2982456,-0.0861361,-0.8989438,-0.7200317,-1.7473,-0.92271,-0.72713,0.57188,-0.1900072,-0.04681,0.11191,0.582579,-0.2290245,-0.03845013,0.12648,1.559577,1.7732,6.054045,NA,-0.1323969,-0.5486,0.62614,-0.099044,-0.18459,0.1361,1.020899,0.3867111,2.549962,-0.16875,1.0691,1.9738,-0.1803526,1.1217,-1.0571,0.13764,-1.697009,-0.58566,1.823597,-0.29204,0.40877,-2.4269,0.091839,-0.31403,-0.6397736,0.3323139,-0.761922,-1.055984,-0.044245,NA,0.41972,0.33399,-0.114934,0.1660637,-0.2659372,-0.7384631,0.2657242,0.2338159,0.3055369,0.6881192,0.1276993,-0.2459154,-1.269368,-0.4970689,-0.6116,-0.2428661,-0.6201002,-1.191183,-0.3951506,-0.1460171,0.8367276,-0.8957691,0.95158,-0.4168109,-1.641124,-0.07099188,-0.52066,-0.23286,-0.88111,-0.4716,-0.034739,-0.5951943,-0.7518545,-1.454967,0.4295887
"TCGA-RY-A83X",0.27834,0.097396,-0.82771,-0.54145,-0.04372,0.66308,-0.24058,-0.57938,-0.43308,-0.56917,-0.5976719,3.1419,0.03854971,0.064002,-0.069705,-0.64183,1.174,0.72955,-1.184841,-0.1095824,-0.328527,NA,0.1723337,0.2810473,-0.40472,-0.71063,-1.0292,0.0039784,-0.45719,-0.5533,0.19325,-0.024252,-0.31969,0.4685038,2.008606,-0.257487,-0.1172167,-0.41031,-0.1994145,2.382799,0.2137162,-0.3470254,0.9498383,0.112035,-0.4659231,0.1389724,-0.4855745,NA,-0.2097702,-0.2416435,-1.190559,-0.338366,-0.19511,-0.3402,-0.23139,-0.95221,0.38009,-0.35867,-0.050366,0.089567,0.38668,-0.66509,-0.47008,-0.2224236,0.2338577,0.41895,0.11916,-0.081208,-2.1876,-0.265907,-0.08553716,NA,-0.69755,0.4314566,-0.1445886,0.11125,-0.75996,-0.52916,NA,-1.2298,-0.5703345,1.703159,0.14802,-0.41478,0.1358574,0.25664,1.148329,-1.960205,0.2498845,-0.3046394,0.35484,0.9282332,-0.2435756,0.3758204,-0.3348152,-0.11536,-1.309785,0.059508,-0.9156263,0.4900848,0.09420012,0.38133,-0.34198,0.50829,-0.5772,0.21617,-0.21632,-0.1383567,0.13584,1.422,-1.1972,0.14522,0.056082,-0.80808,-0.58168,-0.33944,NA,2.648223,-1.211905,-0.246614,-0.2884376,-0.24262,0.3698,-0.7958345,-0.1675927,-0.6799711,-0.9279485,NA,0.4204501,-1.5039,0.53519,-0.5646,0.15873,1.241826,1.222376,1.391094,0.1266097,-0.1578629,1.552215,0.5154423,0.25458,-0.0047826,-0.4274933,-0.4029368,-1.100346,-0.09884268,-1.359747,0.500076,0.043243,0.2377246,0.2632,NA,-2.5145,-1.0355,-0.58043,0.36056,0.72103,0.10306,-0.36933,-0.4385909,-0.65802,-0.296184,-2.710241,0.2894619,1.093551,NA,-0.262068,0.1916127,0.2209445,-2.0667,-1.3915,-0.36599,0.32309,-0.44169,0.55515,0.3672111,-0.2217671,1.1434,0.075063,NA,-0.6587105,1.698107,-0.87888,1.886887,-1.1949,-0.1529625,-0.051155,0.28931,0.24383,0.07196158,0.3943033,0.0018049,0.82012,-1.8719,0.43636,NA,1.603904,0.2114006,NA,0.3392661,-0.2510526,0.2077022,3.201336,0.2321588,-0.3203819,-0.06437983,1.036685,0.1432415,0.8514,-0.073923,0.57264,NA,NA,0.08817849,0.399506,-0.55994,0.11859,-0.1681,0.71247,0.26757,-1.029771,0.1263974,-2.542202,NA,-0.7182287,-0.2082544,NA,-1.444398,0.1707482,-1.816555,1.709515,-1.0454,-0.957017,-0.087442,-0.91626,0.4399586,-0.2052839,-0.5158244,0.4096368,0.085108,0.04810548,-0.6260742,0.5765781,-0.3168,0.39193,0.5592188,0.41898,-0.02298725,0.12755,0.81096,-0.13067,-0.4146564,-0.94869,-1.15784,0.4973692,2.256072,-0.49323,NA,NA,-0.23882,0.863966,-0.297986,1.6913,-0.2613738,-0.7845485,0.6120315,0.64921,0.15369,0.2180958,-0.1838638,0.7182917,-0.3040472,0.2082669,0.2322776,-0.2165529,0.02981,-0.2920867,NA,-0.2459423,-1.341772,-0.03892419,-1.797588,-3.053485,0.03287661,-0.5745968,-0.08739765,0.4669958,0.031071,-0.26078,-0.60845,0.5073451,-1.017041,-0.20935,0.5876,0.6785926,-0.81325,NA,-0.75362,-0.2984275,NA,1.5898,1.7186,-0.2148774,-0.068853,0.0027556,0.95136,0.07821308,0.01701222,-0.1087878,0.25983,NA,-0.3626438,0.80828,-0.55993,0.31781,0.16919,-0.11529,-0.3612149,-0.34024,-0.90908,1.141931,0.40396,-0.31929,NA,1.9562,-0.17823,-0.15602,0.062827,-0.168761,-0.6645,0.01660634,0.8497995,1.446557,-2.528875,-0.1465824,-0.90031,0.15003,2.066993,0.7093134,-0.1507302,-0.22041,0.14643,-0.42356,NA,-1.2891,-1.196682,0.1215582,0.4887898,-0.07921662,0.29555,-0.22925,0.14423,1.1864,1.8304,-1.103709,0.8172315,1.566583,2.045194,0.1224927,0.18003,-0.49832,0.9818414,3.54635,2.5608,2.2504,1.708,1.7682,NA,0.2641931,2.314163,-1.130872,-0.1988853,0.1211192,0.059404,0.1786371,0.44065,0.3400082,0.33659,1.489,0.26943,-0.5314532,-0.5424337,NA,NA,NA,0.6832623,0.057717,-0.56254,0.4757897,-0.20677,1.9464,-0.07527,0.27056,1.1084,-1.2531,NA,1.823587,-0.13855,-0.010323,-0.7906627,-0.1134648,-0.3166509,0.6275354,0.1132769,-0.3643834,-1.058063,-0.6174487,-1.2791,-0.071185,0.324,0.61387,-0.4982172,0.19093,0.026919,0.08936636,0.1029161,-0.5985788,0.28466,0.3440831,0.69389,7.08373,NA,-0.02963566,-0.48178,-0.38792,0.1252,-0.014911,0.15868,0.2958709,-0.4840275,3.556007,-0.39801,1.1464,1.2702,-1.451169,-0.14051,-0.80557,0.063951,-1.706689,-1.7017,1.309394,-0.06367,1.112408,-1.0293,-0.93255,-0.69014,0.5243313,0.4333683,-1.158481,-0.6921522,-0.40726,NA,0.42879,0.83448,0.4088458,0.06278519,-0.2846268,-0.6075445,0.4389936,0.1681111,0.2663549,0.8182651,0.2570399,-0.3615288,-1.324821,-1.321953,-1.2996,-0.3459967,-1.355219,-0.799304,-0.6272299,-0.1905439,0.4188758,-0.1329545,1.9956,-0.3501375,-1.026211,-0.003860968,-0.31133,-0.33426,-0.93691,-0.43023,0.014705,-0.4977467,-0.4562672,-1.493622,0.9402749
